"X1","X2","X3","X4","Y"
90.3640813856308,190.631458646973,804,-668.203234672546,-19287.1655262281
112.003143679019,111.624776645647,814,10509.1526061296,343684.496609518
108.002536468068,85.4788766637113,808,26028.6953523755,842695.829601199
149.289882772381,94.4787766176102,800,-1035.59567034245,-31802.6977208654
161.96397383102,125.606707837029,795,23215.487100184,740148.764846111
85.239917356911,97.2158321977131,804,-1892.89152622223,-59637.8212156103
122.541685052019,140.26430257136,806,756.019592285156,26113.8661782232
102.501686765244,147.630167540116,800,27029.8082455993,866970.372737327
104.592368606053,153.80671375478,827,16432.5248450041,545590.070667347
126.313952832412,87.9751203760144,789,-1427.54570394754,-43814.015882645
96.4647435343837,73.9402499816813,792,29456.0042098165,934545.168926273
78.1538481238532,114.689022361707,792,2161.79766505957,69867.3726272607
104.640834351118,96.007094507027,812,-670.675501227379,-20520.649611766
118.636146169472,106.996258901048,792,3145.20402997732,101053.902153242
140.243816039838,107.359869684587,807,15315.9346580505,496000.027944364
126.175797074259,127.527423023494,803,19913.575924933,641389.376782405
119.549674262732,95.2284105259292,806,-1004.33465838432,-31070.3691804201
107.926219625932,140.852204214909,810,23031.7514166236,748169.322154528
87.5853770642082,106.884928476795,800,12266.8176069856,394030.85113344
77.818248074161,101.775278571966,814,6832.23206549883,223772.434517823
116.35877123272,134.833643473312,827,26223.7759307027,869407.558752643
137.351811133399,128.274887784179,794,25622.0348998904,815647.146927669
99.0210186508283,88.7579159032052,815,10889.3722593784,356301.046939618
138.398416224561,106.297781486069,799,15229.04407233,488345.519947222
154.282719005705,106.776333729777,802,3183.77278000116,103648.622026217
94.7827542323546,127.903585596186,799,7131.05568289757,229505.02253913
107.712924199716,177.883999598032,794,20574.5311528444,655771.893721746
87.3123303719148,123.991329799617,800,8592.20852702856,276551.327881268
91.4170190479206,116.140259935231,812,27434.7421303391,892799.991663778
125.334532098121,108.144702122182,802,9015.84520936012,290725.594089426
80.3203425993542,92.5577753938523,813,14584.6266746521,475626.961436792
134.141796073737,116.517098857339,826,23427.0997568965,775802.081882189
136.718128222333,89.500270140037,805,25507.5003132224,822877.453272864
119.029625303483,102.959486513545,789,18021.4841142297,570343.565484199
124.968041329042,168.580901395663,784,3958.22852104902,126187.544675382
160.703936939703,96.0458539459549,777,10598.9016145468,330931.591842605
125.068070958501,77.0833475427605,808,7539.42001610994,244912.257948328
132.224009359109,90.6730360486293,785,28327.9403820634,891082.960726511
169.903122093042,85.822197174898,786,26221.6849327087,825998.84683887
52.5083805263794,135.595906014607,825,26157.9700708389,864965.153066551
97.102013416328,121.355805666968,798,2293.34684461355,74724.0003365643
146.899724047946,110.289610055128,783,11244.7873279452,353773.439410926
108.959083643194,122.542818634496,797,13027.7595669031,416985.784729733
81.616044615431,121.361244229454,788,-1265.40370285511,-38443.5597253453
146.081935468721,118.32369364968,799,668.585017323494,22904.9851314215
112.695295883058,97.0622092193812,812,10881.2084421515,354830.594453168
124.04473377534,141.170262549219,789,26091.2782549858,825429.604103653
105.613280439272,107.675760445896,788,13042.1725511551,412629.662310867
82.2908601158877,65.5528096182001,789,-1048.72170090675,-32117.1011053522
104.555858400233,121.622721844719,795,4562.46658414602,146613.92493765
100.473648561319,108.274995716389,792,7774.96144175529,247746.62360009
122.834014626155,81.8418829155447,796,3505.63994050026,112860.309399692
105.74727639001,139.111792528376,810,28973.1072410941,940706.670763867
80.5844111257834,139.033723797278,762,26235.5767190456,801532.192080304
136.464036441872,132.893247362528,800,13387.36307621,430225.107673938
98.9428903387657,101.498269799783,812,2143.77432316542,70986.2297770039
179.763236713858,131.043239639,795,26443.0822655559,842885.005577169
108.232905672518,101.470126912387,806,20447.7635025978,660770.487294522
100.073860142443,146.209534984821,764,5829.798348248,179940.550029137
128.906006113425,103.191618284158,790,26931.6927269101,852661.846818014
142.403297707997,128.287285234912,801,27298.9242821932,876602.419018769
129.181251242356,153.646225051976,811,-192.715376615524,-4375.43704006822
128.009762826359,109.049699217059,802,29455.6053876877,946678.629810046
113.318698351531,124.91686649665,810,19350.8779406548,628683.007009216
156.262300405225,107.19697368089,798,17564.2973259091,562316.27622981
139.464539122051,86.410454064993,821,-1672.05687612295,-53624.2545164723
98.8546254962287,108.563105201585,814,6829.03391867876,223777.466857177
129.212663924012,110.651325221129,799,28887.98905164,925004.6546391
128.15048033779,120.880638488674,785,23169.0086275339,729252.540122017
158.12867134074,129.385019378293,805,12278.006888926,397132.928219959
145.640151246721,132.427550239641,796,750.419080257416,25580.1119205843
102.9658339581,115.232793977198,777,4118.87453496456,129469.954424947
166.250348040611,97.2627773952442,804,28871.856212616,930222.887564872
119.410973416812,106.430435442061,799,27117.6313459873,868325.21363487
118.039862419035,126.950381444513,815,25969.0970107913,848434.005934776
131.536555732019,171.300966217869,790,13408.067189157,425904.770073872
103.320345173119,112.558047950508,799,11271.0115537047,361739.082531768
145.423495301771,86.603599574559,793,479.630999267101,16471.2728274978
105.450843649209,88.8335774088932,771,1780.93557804823,56152.0212310405
115.464434403047,130.802962111658,802,16807.6136633754,540968.282598208
139.585335340729,104.660696764695,780,1608.44200849533,51631.9728844842
106.978440423415,109.20800546925,802,-360.6071844697,-10153.08976223
116.498696918428,117.843196059631,795,20471.3891819119,652682.621544068
110.13500248019,92.453963334272,823,16677.1406754851,550432.950409951
171.030169600198,129.031035394119,792,14406.8148508668,458294.67560971
73.2276595349828,80.3380919258894,801,1789.42815214396,58412.8151403479
95.4830823837285,180.616585113824,809,8503.45680117607,277327.37244483
156.158871101417,100.604979147584,799,5268.34102720022,169870.790381667
103.199673998343,98.7887454916293,809,26333.0268114805,853675.601628174
130.361867738915,101.321601614486,808,24099.91004318,780533.225583085
132.981639505592,115.549999117758,802,14327.1484896541,461245.355153933
114.899129629365,93.7628080507608,799,11855.2779108286,380307.06795745
109.205800320866,134.270568874606,802,25337.416023016,814765.011565561
133.171876615774,87.9950797475558,797,9119.99288201332,292117.862974679
90.2561179452676,113.227278492597,787,12258.7061151862,387436.763611998
126.010539969707,93.5731713655191,824,839.134685695171,28961.7722890402
122.303952349316,114.083333514947,802,18930.2164465189,608936.241470109
126.199807197545,129.735681086384,801,20560.6514960527,660627.781716811
124.87410706062,122.030131942687,797,4196.27217948437,135359.377166545
88.1745867371219,102.312983050143,791,17531.3675403595,556165.785266862
131.768656117453,101.5006631207,779,-1698.34076613188,-51567.5623538023
93.3449239088286,92.2970450075862,787,10159.347333014,321118.484066973
135.450360013071,121.346469026914,811,25986.6939634085,844824.321768145
107.396678302126,145.486672662049,791,16258.4326341748,516350.756322771
112.241095078284,100.106116093283,810,15571.9435065985,506020.043446631
122.646398789321,116.473875303311,788,10006.6558346152,316986.671049669
101.764217328548,143.553880566662,803,12930.2182123065,417190.548721243
131.270317652508,107.468890959631,827,29333.5281312466,972127.323576503
125.586774073345,137.124078383497,789,11372.1644356847,360711.050183301
122.736197108171,110.594234348224,799,10937.2031614184,351062.512776951
117.265980121524,110.299955804591,800,24217.4239382148,776660.558255888
124.136779828888,124.640858888531,823,29701.4968022704,979650.591601811
104.80253482874,107.775797627395,781,24521.3985294104,767659.006309629
